Record #,Code / Description,Responsible Party,Unit(s),Status,Picture,Correction Required By:
HSNG-25-1550,"105.CMR.410.500: Owner's Responsibility to Maintain Building and Structural Elements (A) (1)(A) Every owner of a residence shall maintain all buildings and structural elements in compliance with accepted standards so they are in good repair and in every way fit for the intended use, including:(1) Protected from wind, rain and snow, and are watertight, free from excess moisture or the appearance of mold, and pest resistant(kitchen ceiling starting to bubble from water leak from unknown source. Water drips from light fixture periodically)",Owner,Kitchen,Cited,"",12/04/2025
HSNG-25-1548,"LITTER OCCUPIED CHAPTER 327 Article I § 327-13 L. (1) (A)Litter - Public Street CHAPTER 327 Article I § 327-13 (C/D)Dressers, chairs, table left on the curb",Owner,"",Corrected,1355425,11/20/2025
HSNG-25-1547," 105.CMR.410.550 (B)(Evidence of light roach activity, droppings and a dead roach on a recently placed glue trap)",Owner,"",Cited,"",12/18/2025
HSNG-25-1546," 105.CMR.410.570: Maintenance of Areas in a Sanitary and Safe Condition (A) Land:The owner of any parcel of land, vacant or otherwise, shall be responsible for maintaining such parcel of land in a clean, safe, and sanitary condition and free from:(1) Refuse;(Packing box)",Owner,"",Cited,"",""
HSNG-25-1545,LITTER OCCUPIED CHAPTER 327 Article I § 327-13 L. (1) (A)Litter - Public Street CHAPTER 327 Article I § 327-13 (C/D)Suitcase left on the treebelt,Owner,"",Corrected,1355410,11/20/2025
HSNG-25-1543,105.CMR.410.550 Elimination of Pests(B)(Roaches infestation)105.CMR.410.500: Owner's Responsibility to Maintain Building and Structural Elements(A)2(Kitchen cabinet in disrepair )(Missing tiles),Owner,"",Cited,"",""
HSNG-25-1542," 105.CMR.410.570: Maintenance of Areas in a Sanitary and Safe Condition (A) Land:The owner of any parcel of land, vacant or otherwise, shall be responsible for maintaining such parcel of land in a clean, safe, and sanitary condition and free from:(1) Refuse;( Mattress,box spring,debris,Etc)",Owner,"",Cited,"",""
HSNG-25-1541,"105.CMR.410.570: Maintenance of Areas in a Sanitary and Safe Condition (A) Land:The owner of any parcel of land, vacant or otherwise, shall be responsible for maintaining such parcel of land in a clean, safe, and sanitary condition and free from:(1) Refuse;(Furniture,household items in yard)",Owner,"",Cited,"",""
HSNG-25-1540,"105.CMR.410.570: Maintenance of Areas in a Sanitary and Safe Condition (A) Land:The owner of any parcel of land, vacant or otherwise, shall be responsible for maintaining such parcel of land in a clean, safe, and sanitary condition and free from:(1) Refuse;",Owner,"",Cited,"",""
HSNG-25-1537,LITTER OCCUPIED CHAPTER 327 Article I § 327-13 L. (1) (A)Litter - Public Street CHAPTER 327 Article I § 327-13 (C/D)Table left on the treebelt,Owner,"",Cited,1355041,11/19/2025
HSNG-25-1536,"OVERGROWTH OCCUPIED CHAPTER 327 Article I § 327-13 L. (1) (A)(Overgrowth protruding onto sidewalk, Spring St side of property)",Owner,"",Cited,1355027,11/26/2025
HSNG-25-1535,"LITTER OCCUPIED CHAPTER 327 Article I § 327-13 L. (1) (A)Litter - Public Street CHAPTER 327 Article I § 327-13 (C/D)Car seat, bouncer, vacuum cleaner, pallet left on the treebelt",Owner,"",Corrected,1355019,11/19/2025
HSNG-25-1533,LITTER OCCUPIED CHAPTER 327 Article I § 327-13 L. (1) (A)(Bulk furniture left out in front of residence),Owner,"",Cited,1355017,12/03/2025
HSNG-25-1529,LITTER OCCUPIED CHAPTER 327 Article I § 327-13 L. (1) (A)Litter - Public Street CHAPTER 327 Article I § 327-13 (C/D)Bags of clothing/trash left on the curb,Owner,"",Corrected,1354395,11/17/2025
HSNG-25-1527,Litter - Public Street CHAPTER 327 Article I § 327-13 (C/D)( furniture debris on tree belt),Owner,"",Cited,1354361,12/04/2025
HSNG-25-1528,LITTER OCCUPIED CHAPTER 327 Article I § 327-13 L. (1) (A) Litter - Public Street CHAPTER 327 Article I § 327-13 (C/D)Chair left on the treebelt,Owner,"",Corrected,1354364,11/17/2025
HSNG-25-1526,Litter - Public Street CHAPTER 327 Article I § 327-13 (C/D)( furniture on tree belt),Owner,"",Cited,1354357,12/04/2025
HSNG-25-1525,Unregistered Motor Vehicle Chapter 327 Article 1 § 327-14 (A/B)Silver Honda Civic,Owner,"",Cited,1354289,11/24/2025
HSNG-25-1522,Unregistered Motor Vehicle Chapter 327 Article 1 § 327-14 (A/B)Unregistered Blue Honda Odyssey,Owner,"",Cited,1354205,11/24/2025
HSNG-25-1521,Litter - Public Street CHAPTER 327 Article I § 327-13 (C/D)( couch on tree belt),Owner,"",Cited,1354189,12/02/2025
HSNG-25-1519,LITTER OCCUPIED CHAPTER 327 Article I § 327-13 L. (1) (A)Litter - Public Street CHAPTER 327 Article I § 327-13 (C/D)Stove left on the treebelt,Owner,"",Corrected,1354078,11/17/2025
HSNG-25-1517,"105.CMR.410.235: Owner’s Installation, Maintenance and Repair Responsibilities(A) The facilities and equipment the owner is required to provide include, but are not limited to: (1) Sinks;(2) Bathtubs and/or Showers; (3) Toilets;(Bathroom remodel no permits noticed.)",Owner,"",Cited,"",""
HSNG-25-1516,"105 CMR 410.235 (A,12,13) Owner's Installation and Maintenance Responsibilities( light switch front entry missing cover, missing smoke detector front entry hall )105 CMR 410.500 (A,1,2) Owner's Responsibility to Maintain building and Structural Elements( Water damage living room ceiling first floor, linoleum front entry ripped and lifting, bedroom door being held with duct tape first floor, peeling molding first floor, bathroom first floor tiles shifting, carpet tack strip exposed first floor entry, front door missing knob, broken glass rear porch second floor)Possible rooming house second and third floor. bedroom observed with locks on the outside, tenant Carmelo stated he was renting a room. Owner Norvella Morrison confirmed that bedroom are rented and that her son joseph Morrison converted a living room into a bedroom building walls and adding a door. Entry to do full inspection of second and third floors have been denied by owner. Could not observe presence of secondary exit for upper units. Demand for access needed",Owner,"",Cited,"",""
HSNG-25-1515,"structural members -  105.CMR.410.500 (A) (1) (2) (Front main entry door, window, pain, glass, broken, bathroom walls, paint, peeling, bathroom, window, seal, water, damaged, paint peel) ",Owner,"",Cited,"",""
HSNG-25-1513,"LITTER OCCUPIED CHAPTER 327 Article I § 327-13 (1) (A)(mattresses, couch on Front sidewalk. Barrels full of trash, pile of branches and yard debris along sidewalk on side of property, recycling reciprocals full of trash, cardboard, miscellaneous debris scattered around backyard)Note: Yard And Property Must Be Cut Cleaned And Maintained At All Times to avoid fines upon re-inspection.Note: Owner Is Responsible To Maintain From Property Line And 3 Feet Into Street Area.  NOTE; SPECIAL PICK UP ITEMS AND/OR TRASH RECEPTACLES MUST ONLY BE PUT OUT THE NIGHT BEFORE SCHEDULED PICK UP DAY TO AVOID IMMEDIATE TICKET.OVERGROWTH OCCUPIED CHAPTER 327 Article I § 327-13 L. (1) (A)(overgrowth along fence on sidewalk and backyard)",Owner,Exterior,Cited,"",12/04/2025
HSNG-25-1513,"",Owner,"",Cited,"",""
HSNG-25-1512,LITTER OCCUPIED CHAPTER 327 Article I § 327-13 L. (1) (A)( mattress in front of of house),Owner,"",Cited,1353744,12/09/2025
HSNG-25-1509,"105.CMR.410.570: Maintenance of Areas in a Sanitary and Safe Condition (A) Land:The owner of any parcel of land, vacant or otherwise, shall be responsible for maintaining such parcel of land in a clean, safe, and sanitary condition and free from:(1) Refuse;(Trash,Toys,Litter,Etc)",Owner,"",Cited,"",""
HSNG-25-1510,LITTER OCCUPIED CHAPTER 327 Article I § 327-13 L. (1) (A)Litter - Public Street CHAPTER 327 Article I § 327-13 (C/D)Pool filter and ladder left on the curb,Owner,"",In Progress,1353632,11/14/2025
HSNG-25-1508,"Unregistered Motor Vehicle Chapter 327 Article 1 § 327-14 (A/B)( Chevrolet PU, white,silver)",Owner,"",Cited,1353573,11/21/2025
HSNG-25-1507,"Placement of Containers for Rubbish, Recycling and Yard Waste Tree belt & Sidewalk CHAPTER 327 Article I § 327-7 (A)",Owner,"",Cited,1353560,11/21/2025
HSNG-25-1505,"Unregistered Motor Vehicle Chapter 327 Article 1 § 327-14 (A/B)( Honda Pilot ,White)",Owner,"",Cited,1353558,11/21/2025
HSNG-25-1504,LITTER OCCUPIED CHAPTER 327 Article I § 327-13 L. (1) (A)Litter - Public Street CHAPTER 327 Article I § 327-13 (C/D)Pile of dead branches/tree trunk left on the curb,Owner,"",Cited,1353550,11/21/2025
HSNG-25-1503,Placement of Containers for Ashes & Rubbish – Tree belt & Sidewalk CHAPTER 327 Article I § 327-7 (A)( trash containers in street 24hrs. after pickup day),Owner,"",Cited,1353547,11/21/2025
HSNG-25-1498,"LITTER OCCUPIED CHAPTER 327 Article I § 327-13 L. (1) (A)Litter - Public Street CHAPTER 327 Article I § 327-13 (C/D)Placement of Containers for Rubbish, Recycling and Yard Waste 327 Article I § 327-7 (A)",Owner,"",Cited,1353311,11/13/2025
HSNG-25-1497,"Litter - Public Street CHAPTER 327 Article I § 327-13 (C/D)( furniture, bed frame on tree belt)",Owner,"",Cited,1353283,11/27/2025
HSNG-25-1495,105.CMR.410.500: Owner's Responsibility to Maintain Building and Structural Elements (A) (2)(Bedroom 1 has door damage and loose/unsecured door knob)(Bedroom 2 has door damage and missing door knob. Deadbolt lock cannot be used in place of a door knob)(Door to bathroom i’m second floor is broken and off hinges and door knob is loose/unsecured)(Door to bedroom 3 is broken and off hinges and missing door knob. Deadbolt lock cannot be used in place of a door knob)(Door to bedroom four is damaged)(Wall damage in kitchen and hallway)(Hole in wall and broken door in first floor bathroom),Both,Interior,Cited,"",""
